N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
5,1,0.1,7,25,287,199,8.076386380391904,0.62,improved
5,1,0.1,7,27,407,284,8.11636327997505,0.28,improved
5,1,0.1,7,29,567,400,8.150206918324711,0.37,improved
5,1,0.1,7,31,773,549,8.17922190638587,0.55,improved
5,1,0.1,7,33,1040,745,8.204226486958358,0.65,improved
5,1,0.1,7,35,1378,993,8.22603225230714,0.85,improved
5,1,0.1,7,37,1803,1308,8.245183794793519,1.1,improved
5,1,0.1,7,39,2330,1699,8.262081846819754,1.49,improved
5,1,0.1,7,41,2980,2186,8.277083579494203,1.87,improved
5,1,0.1,7,43,3771,2779,8.290494233665221,2.48,improved
5,1,0.1,7,45,4732,3505,8.302520542903968,3.16,improved
5,1,0.1,9,25,804,385,8.070196599605627,0.96,improved
5,1,0.1,9,27,1276,608,8.10950159784855,1.44,improved
5,1,0.1,9,29,1982,949,8.142723881339005,2.19,improved
5,1,0.1,9,31,2990,1435,8.171204139918615,3.28,improved
5,1,0.1,9,33,4430,2144,8.195663446440431,4.97,improved
5,1,0.1,9,35,6421,3129,8.216983909610367,7.42,improved
5,1,0.1,9,37,9167,4509,8.235681353065512,11.08,improved
5,1,0.1,9,39,12861,6378,8.25215742711654,16.67,improved
5,1,0.1,9,41,17812,8917,8.266777193405737,24.61,improved
5,1,0.1,9,43,24319,12278,8.279806250341137,36.27,improved
5,1,0.1,9,45,32837,16730,8.291476440665518,51.9,improved
5,1,0.05,7,25,287,199,3.9430200784805094,0.21,improved
5,1,0.05,7,27,407,284,3.9649056186923586,0.28,improved
5,1,0.05,7,29,567,400,3.9835807355718407,0.38,improved
5,1,0.05,7,31,773,549,3.9997075003825198,0.5,improved
5,1,0.05,7,33,1040,745,4.013709211908694,0.64,improved
5,1,0.05,7,35,1378,993,4.0260012887315835,0.83,improved
5,1,0.05,7,37,1803,1308,4.0368653428892,1.09,improved
5,1,0.05,7,39,2330,1699,4.046513823390575,1.43,improved
5,1,0.05,7,41,2980,2186,4.055133555022328,1.89,improved
5,1,0.05,7,43,3771,2779,4.062884132609522,2.34,improved
5,1,0.05,7,45,4732,3505,4.069875925597203,3.16,improved
5,1,0.05,9,25,804,385,3.939149488272172,0.96,improved
5,1,0.05,9,27,1276,608,3.9605894516806983,1.43,improved
5,1,0.05,9,29,1982,949,3.9788528178118487,2.27,improved
5,1,0.05,9,31,2990,1435,3.9946346237364407,3.26,improved
