N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
8,1,0.1,10,24,141,97,25.643103466661664,116.15,improved
8,1,0.1,10,26,215,149,25.967257981071533,170.2,improved
8,1,0.1,10,28,321,226,26.24587348233723,212.1,improved
8,1,0.1,10,30,469,333,26.487763108130988,271.29,improved
8,1,0.1,10,32,675,485,26.699652525520225,346.05,improved
8,1,0.05,10,24,141,97,12.613969270632058,114.64,improved
8,1,0.05,10,26,215,149,12.782384924686639,171.48,improved
8,1,0.05,10,28,321,226,12.928095505696996,212.16,improved
8,1,0.05,10,30,469,333,13.055372211482556,272.37,improved
8,1,0.05,10,32,675,485,13.167486861124365,348.29,improved
8,1,0.025,10,24,141,97,6.216048562055645,114.64,improved
8,1,0.025,10,26,215,149,6.301347701732595,171.72,improved
8,1,0.025,10,28,321,226,6.375398804758692,212.15,improved
8,1,0.025,10,30,469,333,6.440286224038382,272.1,improved
8,1,0.025,10,32,675,485,6.497610239444026,347.84,improved
8,1,0.0125,10,24,141,97,3.080497902209007,114.84,improved
8,1,0.0125,10,26,215,149,3.123356880074384,171.11,improved
8,1,0.0125,10,28,321,226,3.1606295461377716,212.94,improved
8,1,0.0125,10,30,469,333,3.193343088404139,273.96,improved
8,1,0.0125,10,32,675,485,3.2222870918710664,348.57,improved
