# M^2 of the ground state under the IMPROVED Hamiltonian -- van de Sande's
# endpoint subtraction, hep-ph/9605409 -- on Table I's own grid.
#
# The companion to data/chiral_grid_msq.csv, which holds the same grid under the
# standard Hamiltonian.  Together they are what docs/weak-coupling-limit.md
# compares.  Generated with:
#
#   tools/large_k_sweep.py --N <N> --B <B> --K-lo 25 --K-hi 71 \
#       --mg 1.6 0.8 0.4 0.2 0.1 0.05 --lpn <sweep_lpn(N,B)> --nev 12 \
#       --hamiltonian improved
#
# LPN is the Table I truncation, sweep_lpn(N,B) = valence+2, so these are the
# Fock-extended sectors the published table uses -- not the valence sectors
# where the construction has an exact anchor.
#
# Units: M^2 in m^2 + g^2/pi, the same convention as refs/table1.csv.
# Extrapolate these in a PLAIN 1/K series (van de Sande Eq. 14).  Do NOT admit
# K^-2b powers: that column is near-degenerate with the intercept at small b and
# corrupts it -- measured, see docs/weak-coupling-limit.md.
#
# Channels: mes N=2, mes N=3, bar N=3, mes N=4, bar N=4
# Couplings: 1.6, 0.8, 0.4, 0.2, 0.1, 0.05
# 696 rows.
quantity,N,B,mg,LPN,K_code,msq
bar,3,1,0.8,5,41,10.45522347943672
bar,3,1,0.8,5,43,10.456120301637284
bar,3,1,0.8,5,45,10.45701242471101
bar,3,1,0.8,5,47,10.457814821959435
bar,3,1,0.8,5,49,10.458608605307893
bar,3,1,0.8,5,51,10.459327923551069
bar,3,1,0.8,5,53,10.460041017900544
bar,3,1,0.8,5,55,10.460690801345496
bar,3,1,0.8,5,57,10.461333748681762
bar,3,1,0.8,5,59,10.461924658154663
bar,3,1,0.8,5,61,10.462508284079632
bar,3,1,0.8,5,63,10.463047166835679
bar,3,1,0.8,5,65,10.46358009617313
bar,3,1,0.8,5,67,10.464074031828012
bar,3,1,0.8,5,69,10.46456222210012
bar,3,1,0.8,5,71,10.46501703755218
bar,3,1,0.4,5,25,7.724953755474847
bar,3,1,0.4,5,27,7.724834693717122
bar,3,1,0.4,5,29,7.724983761564282
bar,3,1,0.4,5,31,7.72446942527299
bar,3,1,0.4,5,33,7.724232050185162
bar,3,1,0.4,5,35,7.723620687000029
bar,3,1,0.4,5,37,7.723224662192453
bar,3,1,0.4,5,39,7.722563209486939
bar,3,1,0.4,5,41,7.722124570918828
bar,3,1,0.4,5,43,7.721473239259846
bar,3,1,0.4,5,45,7.72101309736786
bar,3,1,0.4,5,47,7.720402072231213
bar,3,1,0.4,5,49,7.719949740855142
bar,3,1,0.4,5,51,7.719374552216807
bar,3,1,0.4,5,53,7.718945943614518
bar,3,1,0.4,5,55,7.718411859419925
bar,3,1,0.4,5,57,7.71800512003611
bar,3,1,0.4,5,59,7.717513737731798
bar,3,1,0.4,5,61,7.717132379746464
bar,3,1,0.4,5,63,7.716677461583359
bar,3,1,0.4,5,65,7.716322866119747
bar,3,1,0.4,5,67,7.715902681990752
bar,3,1,0.4,5,69,7.715571471728494
bar,3,1,0.4,5,71,7.7151839748235265
bar,3,1,0.2,5,25,4.2212519214564
bar,3,1,0.2,5,27,4.222184420445346
bar,3,1,0.2,5,29,4.223019606926264
bar,3,1,0.2,5,31,4.223156189551742
bar,3,1,0.2,5,33,4.223323751460371
bar,3,1,0.2,5,35,4.223101896359603
bar,3,1,0.2,5,37,4.222909668672629
bar,3,1,0.2,5,39,4.222450534225947
bar,3,1,0.2,5,41,4.22208370349355
bar,3,1,0.2,5,43,4.221502094460207
bar,3,1,0.2,5,45,4.221015598402918
bar,3,1,0.2,5,47,4.220385195605075
bar,3,1,0.2,5,49,4.219836838939004
bar,3,1,0.2,5,51,4.219175133384419
bar,3,1,0.2,5,53,4.218603749946817
bar,3,1,0.2,5,55,4.217935195959889
bar,3,1,0.2,5,57,4.217350260233078
bar,3,1,0.2,5,59,4.216691643438889
bar,3,1,0.2,5,61,4.216107354387479
bar,3,1,0.2,5,63,4.2154603594396525
bar,3,1,0.2,5,65,4.21488664482845
bar,3,1,0.2,5,67,4.214257072843267
bar,3,1,0.2,5,69,4.213694874036736
bar,3,1,0.2,5,71,4.213086667389474
bar,3,1,0.1,5,25,2.0441358640636316
bar,3,1,0.1,5,27,2.045115501009604
bar,3,1,0.1,5,29,2.045926224222969
bar,3,1,0.1,5,31,2.0463106577169228
bar,3,1,0.1,5,33,2.046634105763796
bar,3,1,0.1,5,35,2.0467258274430398
bar,3,1,0.1,5,37,2.046764506169814
bar,3,1,0.1,5,39,2.0466505829532142
bar,3,1,0.1,5,41,2.0465400066764117
bar,3,1,0.1,5,43,2.046303203538685
bar,3,1,0.1,5,45,2.0460825133513234
bar,3,1,0.1,5,47,2.045783582378616
bar,3,1,0.1,5,49,2.0454957748675207
bar,3,1,0.1,5,51,2.0451492892182586
bar,3,1,0.1,5,53,2.044827662992194
bar,3,1,0.1,5,55,2.044454398738422
bar,3,1,0.1,5,57,2.044106612596321
bar,3,1,0.1,5,59,2.043723588556338
bar,3,1,0.1,5,61,2.0433619895597586
bar,3,1,0.1,5,63,2.042971725386774
bar,3,1,0.1,5,65,2.04260668077798
bar,3,1,0.1,5,67,2.0422155639256485
bar,3,1,0.1,5,69,2.041848418491675
bar,3,1,0.1,5,71,2.0414620293670516
bar,3,1,0.05,5,25,0.9789365125475281
bar,3,1,0.05,5,27,0.9796206819667632
bar,3,1,0.05,5,29,0.9801866736499492
bar,3,1,0.05,5,31,0.9805292528115035
bar,3,1,0.05,5,33,0.980818124448923
bar,3,1,0.05,5,35,0.9809867521682654
bar,3,1,0.05,5,37,0.9811067248649984
bar,3,1,0.05,5,39,0.9811496286797167
bar,3,1,0.05,5,41,0.9811785055265679
bar,3,1,0.05,5,43,0.9811414180972194
bar,3,1,0.05,5,45,0.9811003392521389
bar,3,1,0.05,5,47,0.9810203856693456
bar,3,1,0.05,5,49,0.980933434256921
bar,3,1,0.05,5,51,0.980818533220394
bar,3,1,0.05,5,53,0.9807067956483421
bar,3,1,0.05,5,55,0.9805691512835868
bar,3,1,0.05,5,57,0.9804365431118702
bar,3,1,0.05,5,59,0.9802878170026463
bar,3,1,0.05,5,61,0.9801417114313922
bar,3,1,0.05,5,63,0.9799831440717469
bar,3,1,0.05,5,65,0.9798309178569756
bar,3,1,0.05,5,67,0.9796666142747735
bar,3,1,0.05,5,69,0.9795088107915695
bar,3,1,0.05,5,71,0.9793431936495879
mes,4,0,1.6,4,26,4.827312722160008
mes,4,0,1.6,4,28,4.828499758204261
mes,4,0,1.6,4,30,4.829537114368221
mes,4,0,1.6,4,32,4.8304503155844305
mes,4,0,1.6,4,34,4.831262087556425
mes,4,0,1.6,4,36,4.831987507923793
mes,4,0,1.6,4,38,4.832640840787427
mes,4,0,1.6,4,40,4.833231572091501
mes,4,0,1.6,4,42,4.833769149913128
mes,4,0,1.6,4,44,4.834259839177279
mes,4,0,1.6,4,46,4.834710168192758
mes,4,0,1.6,4,48,4.835124437825065
mes,4,0,1.6,4,50,4.8355073158426904
mes,4,0,1.6,4,52,4.8358618496799295
mes,4,0,1.6,4,54,4.836191472602594
mes,4,0,1.6,4,56,4.836498401646606
mes,4,0,1.6,4,58,4.836785222994195
mes,4,0,1.6,4,60,4.837053586044538
mes,4,0,1.6,4,62,4.837305479007215
mes,4,0,1.6,4,64,4.837542152789866
mes,4,0,1.6,4,66,4.837765163089827
mes,4,0,1.6,4,68,4.837975474567186
mes,4,0,1.6,4,70,4.83817432341418
mes,4,0,0.8,4,26,4.75095969672868
mes,4,0,0.8,4,28,4.750546767284293
mes,4,0,0.8,4,30,4.750203405037761
mes,4,0,0.8,4,32,4.749905933026099
mes,4,0,0.8,4,34,4.749655089242374
mes,4,0,0.8,4,36,4.749434864286607
mes,4,0,0.8,4,38,4.749247002739354
mes,4,0,0.8,4,40,4.749080261948267
mes,4,0,0.8,4,42,4.748936662162928
mes,4,0,0.8,4,44,4.748808044181994
mes,4,0,0.8,4,46,4.748696398058236
mes,4,0,0.8,4,48,4.748595632958383
mes,4,0,0.8,4,50,4.748507589032376
mes,4,0,0.8,4,52,4.748427608197734
