# M^2 of the ground state under the IMPROVED Hamiltonian -- van de Sande's
# endpoint subtraction, hep-ph/9605409 -- on Table I's own grid.
#
# The companion to data/chiral_grid_msq.csv, which holds the same grid under the
# standard Hamiltonian.  Together they are what docs/weak-coupling-limit.md
# compares.  Generated with:
#
#   tools/large_k_sweep.py --N <N> --B <B> --K-lo 25 --K-hi 71 \
#       --mg 1.6 0.8 0.4 0.2 0.1 0.05 --lpn <sweep_lpn(N,B)> --nev 12 \
#       --hamiltonian improved
#
# LPN is the Table I truncation, sweep_lpn(N,B) = valence+2, so these are the
# Fock-extended sectors the published table uses -- not the valence sectors
# where the construction has an exact anchor.
#
# Units: M^2 in m^2 + g^2/pi, the same convention as refs/table1.csv.
# Extrapolate these in a PLAIN 1/K series (van de Sande Eq. 14).  Do NOT admit
# K^-2b powers: that column is near-degenerate with the intercept at small b and
# corrupts it -- measured, see docs/weak-coupling-limit.md.
#
# Channels: mes N=2, mes N=3, bar N=3, mes N=4, bar N=4
# Couplings: 1.6, 0.8, 0.4, 0.2, 0.1, 0.05
# 696 rows.
quantity,N,B,mg,LPN,K_code,msq
mes,4,0,0.8,4,54,4.748357343447998
mes,4,0,0.8,4,56,4.748293157466021
mes,4,0,0.8,4,58,4.74823651487039
mes,4,0,0.8,4,60,4.74818452370523
mes,4,0,0.8,4,62,4.748138473810004
mes,4,0,0.8,4,64,4.748096029366285
mes,4,0,0.8,4,66,4.748058324081146
mes,4,0,0.8,4,68,4.748023445066927
mes,4,0,0.8,4,70,4.747992389184102
mes,4,0,0.4,4,26,3.50975027944347
mes,4,0,0.4,4,28,3.509116541411838
mes,4,0,0.4,4,30,3.508500315823129
mes,4,0,0.4,4,32,3.507894871254557
mes,4,0,0.4,4,34,3.5073178720864226
mes,4,0,0.4,4,36,3.5067596128787994
mes,4,0,0.4,4,38,3.5062312311096835
mes,4,0,0.4,4,40,3.50572317808123
mes,4,0,0.4,4,42,3.5052431292611477
mes,4,0,0.4,4,44,3.504782578903902
mes,4,0,0.4,4,46,3.504347172418353
mes,4,0,0.4,4,48,3.5039295933041203
mes,4,0,0.4,4,50,3.5035341953362655
mes,4,0,0.4,4,52,3.5031547603989166
mes,4,0,0.4,4,54,3.5027947648740896
mes,4,0,0.4,4,56,3.50244893644311
mes,4,0,0.4,4,58,3.50212012376421
mes,4,0,0.4,4,60,3.5018038468261805
mes,4,0,0.4,4,62,3.5015024864790383
mes,4,0,0.4,4,64,3.501212219669357
mes,4,0,0.4,4,66,3.500935067232627
mes,4,0,0.4,4,68,3.500667749661752
mes,4,0,0.4,4,70,3.5004120035723205
mes,4,0,0.2,4,26,1.9258951205960215
mes,4,0,0.2,4,28,1.9256460416832075
mes,4,0,0.2,4,30,1.925345249901924
mes,4,0,0.2,4,32,1.9250055593675142
mes,4,0,0.2,4,34,1.9246457437031925
mes,4,0,0.2,4,36,1.9242699442192137
mes,4,0,0.2,4,38,1.92388932520348
mes,4,0,0.2,4,40,1.9235043187884884
mes,4,0,0.2,4,42,1.9231220824562594
mes,4,0,0.2,4,44,1.9227414563924703
mes,4,0,0.2,4,46,1.922367323736628
mes,4,0,0.2,4,48,1.9219978861988731
mes,4,0,0.2,4,50,1.9216366518567083
mes,4,0,0.2,4,52,1.9212816265265669
mes,4,0,0.2,4,54,1.9209354408293131
mes,4,0,0.2,4,56,1.9205961108638014
mes,4,0,0.2,4,58,1.920265680570042
mes,4,0,0.2,4,60,1.9199422690426609
mes,4,0,0.2,4,62,1.919627511705186
mes,4,0,0.2,4,64,1.9193196676872954
mes,4,0,0.2,4,66,1.9190200777194641
mes,4,0,0.2,4,68,1.918727150575449
mes,4,0,0.2,4,70,1.918442007732257
mes,4,0,0.1,4,26,0.94036531166821
mes,4,0,0.1,4,28,0.9403974297974897
mes,4,0,0.1,4,30,0.9403729472217205
mes,4,0,0.1,4,32,0.9403055475637843
mes,4,0,0.1,4,34,0.9402073989693378
mes,4,0,0.1,4,36,0.9400853959249587
mes,4,0,0.1,4,38,0.9399466125673241
mes,4,0,0.1,4,40,0.9397946027276143
mes,4,0,0.1,4,42,0.9396337329325668
mes,4,0,0.1,4,44,0.9394658176699057
mes,4,0,0.1,4,46,0.9392936905594321
mes,4,0,0.1,4,48,0.9391182231704714
mes,4,0,0.1,4,50,0.9389413349157787
mes,4,0,0.1,4,52,0.9387633723726718
mes,4,0,0.1,4,54,0.9385856852638101
mes,4,0,0.1,4,56,0.9384083239366008
mes,4,0,0.1,4,58,0.9382322694265992
mes,4,0,0.1,4,60,0.9380574052328695
mes,4,0,0.1,4,62,0.9378844657881389
mes,4,0,0.1,4,64,0.9377132427602604
mes,4,0,0.1,4,66,0.9375443007341537
mes,4,0,0.1,4,68,0.9373773837991475
mes,4,0,0.1,4,70,0.9372129364518531
mes,4,0,0.05,4,26,0.4543469459063168
mes,4,0,0.05,4,28,0.45448678934319514
mes,4,0,0.05,4,30,0.45458506483832023
mes,4,0,0.05,4,32,0.4546509354757379
mes,4,0,0.05,4,34,0.45469160074402787
mes,4,0,0.05,4,36,0.45471217193341273
mes,4,0,0.05,4,38,0.4547168969009303
mes,4,0,0.05,4,40,0.45470877607461313
mes,4,0,0.05,4,42,0.4546904498014512
mes,4,0,0.05,4,44,0.45466374741471055
mes,4,0,0.05,4,46,0.4546303808851483
mes,4,0,0.05,4,48,0.45459149685825373
mes,4,0,0.05,4,50,0.4545482449662291
mes,4,0,0.05,4,52,0.4545013577789995
mes,4,0,0.05,4,54,0.4544516305535985
mes,4,0,0.05,4,56,0.4543995365156146
mes,4,0,0.05,4,58,0.4543456400444423
mes,4,0,0.05,4,60,0.4542902476293619
mes,4,0,0.05,4,62,0.45423376885339733
mes,4,0,0.05,4,64,0.4541764007282353
mes,4,0,0.05,4,66,0.4541184464621318
mes,4,0,0.05,4,68,0.45406002993979544
mes,4,0,0.05,4,70,0.45400137966056475
bar,4,1,1.6,6,26,20.184851931068767
bar,4,1,1.6,6,28,20.20591773249257
bar,4,1,1.6,6,30,20.223948794077515
bar,4,1,1.6,6,32,20.23953683775418
bar,4,1,1.6,6,34,20.253170074125862
bar,4,1,1.6,6,36,20.265232649025794
bar,4,1,1.6,6,38,20.275982584722627
bar,4,1,1.6,6,40,20.285621427730828
bar,4,1,1.6,6,42,20.294327227428646
bar,4,1,1.6,6,44,20.302231489878668
bar,4,1,1.6,6,46,20.309440916572647
bar,4,1,1.6,6,48,20.31604658204916
bar,4,1,1.6,6,50,20.32212275906156
bar,4,1,1.6,6,52,20.327731688403265
bar,4,1,1.6,6,54,20.33292726713749
bar,4,1,1.6,6,56,20.337753330175172
bar,4,1,1.6,6,58,20.342248819355458
bar,4,1,1.6,6,60,20.346447721370115
bar,4,1,1.6,6,62,20.350378448319955
bar,4,1,1.6,6,64,20.354066127056694
bar,4,1,1.6,6,66,20.357533368835796
bar,4,1,1.6,6,68,20.360799331317647
bar,4,1,1.6,6,70,20.363881329496905
bar,4,1,0.8,6,26,20.85533440556108
bar,4,1,0.8,6,28,20.86053243436156
bar,4,1,0.8,6,30,20.865144615385187
bar,4,1,0.8,6,32,20.868988655581934
bar,4,1,0.8,6,34,20.872476322665598
bar,4,1,0.8,6,36,20.875664484460977
bar,4,1,0.8,6,38,20.878469866198476
bar,4,1,0.8,6,40,20.881047547866007
bar,4,1,0.8,6,42,20.88344719426686
bar,4,1,0.8,6,44,20.88561984553307
bar,4,1,0.8,6,46,20.887652626676584
bar,4,1,0.8,6,48,20.889561482299946
bar,4,1,0.8,6,50,20.89132145147492
bar,4,1,0.8,6,52,20.892984284365923
bar,4,1,0.8,6,54,20.894561638244532
bar,4,1,0.8,6,56,20.896032477091225
bar,4,1,0.8,6,58,20.89743173800907
bar,4,1,0.8,6,60,20.898766910717104
bar,4,1,0.8,6,62,20.900024553479376
bar,4,1,0.8,6,64,20.901226523315206
bar,4,1,0.8,6,66,20.90237860016751
bar,4,1,0.8,6,68,20.903471136629697
bar,4,1,0.8,6,70,20.904520149590336
bar,4,1,0.4,6,26,16.113755245090253
bar,4,1,0.4,6,28,16.127344836715345
bar,4,1,0.4,6,30,16.138297048399895
bar,4,1,0.4,6,32,16.1467920624864
bar,4,1,0.4,6,34,16.153819444424634
bar,4,1,0.4,6,36,16.159633611167965
bar,4,1,0.4,6,38,16.1643223491163
bar,4,1,0.4,6,40,16.168239904821277
bar,4,1,0.4,6,42,16.17156612144028
bar,4,1,0.4,6,44,16.174280030014813
bar,4,1,0.4,6,46,16.176601971391747
bar,4,1,0.4,6,48,16.17857877693215
bar,4,1,0.4,6,50,16.18021169980053
bar,4,1,0.4,6,52,16.18161436612638
bar,4,1,0.4,6,54,16.182825844663444
bar,4,1,0.4,6,56,16.183817942368094
bar,4,1,0.4,6,58,16.184676685544225
bar,4,1,0.4,6,60,16.18541523683593
bar,4,1,0.4,6,62,16.186018874129157
bar,4,1,0.4,6,64,16.186535218316077
bar,4,1,0.4,6,66,16.1869785891912
bar,4,1,0.4,6,68,16.187330160073273
bar,4,1,0.4,6,70,16.18762924640369
bar,4,1,0.2,6,26,9.111741700628837
bar,4,1,0.2,6,28,9.127839970934854
bar,4,1,0.2,6,30,9.141179927840966
bar,4,1,0.2,6,32,9.151997548383351
bar,4,1,0.2,6,34,9.161144832278065
bar,4,1,0.2,6,36,9.168861782463384
bar,4,1,0.2,6,38,9.175352460706796
bar,4,1,0.2,6,40,9.180876818755138
bar,4,1,0.2,6,42,9.185658098160328
bar,4,1,0.2,6,44,9.189711909642991
bar,4,1,0.2,6,46,9.193239910172878
bar,4,1,0.2,6,48,9.196293085259885
bar,4,1,0.2,6,50,9.198925109532594
bar,4,1,0.2,6,52,9.201215632952923
bar,4,1,0.2,6,54,9.203227182143541
bar,4,1,0.2,6,56,9.204950775392922
bar,4,1,0.2,6,58,9.206466102032486
bar,4,1,0.2,6,60,9.207788326426476
bar,4,1,0.2,6,62,9.20892956024758
bar,4,1,0.2,6,64,9.20992105091822
bar,4,1,0.2,6,66,9.210789597800499
bar,4,1,0.2,6,68,9.211526487272241
bar,4,1,0.2,6,70,9.212167572489165
bar,4,1,0.1,6,26,4.513602007562872
bar,4,1,0.1,6,28,4.52473815879007
bar,4,1,0.1,6,30,4.534117330874874
bar,4,1,0.1,6,32,4.541906863706902
bar,4,1,0.1,6,34,4.5485918838860435
bar,4,1,0.1,6,36,4.554321416171815
bar,4,1,0.1,6,38,4.55924536951453
bar,4,1,0.1,6,40,4.563505933656561
bar,4,1,0.1,6,42,4.567249035917709
bar,4,1,0.1,6,44,4.570496703348365
bar,4,1,0.1,6,46,4.573367135150759
bar,4,1,0.1,6,48,4.575895720687881
bar,4,1,0.1,6,50,4.578128443964529
bar,4,1,0.1,6,52,4.580107474456872
bar,4,1,0.1,6,54,4.5818770888809155
bar,4,1,0.1,6,56,4.583438705286814
bar,4,1,0.1,6,58,4.5848393017100495
bar,4,1,0.1,6,60,4.586090389041138
bar,4,1,0.1,6,62,4.587206528744669
bar,4,1,0.1,6,64,4.588203356357146
bar,4,1,0.1,6,66,4.589101027759641
bar,4,1,0.1,6,68,4.589898126225968
bar,4,1,0.1,6,70,4.590615245080758
bar,4,1,0.05,6,26,2.190457696608483
bar,4,1,0.05,6,28,2.196824088668832
bar,4,1,0.05,6,30,2.202236133711066
bar,4,1,0.05,6,32,2.206793212475078
bar,4,1,0.05,6,34,2.210739899244106
bar,4,1,0.05,6,36,2.2141578664699595
bar,4,1,0.05,6,38,2.2171310317505877
bar,4,1,0.05,6,40,2.2197327640119315
bar,4,1,0.05,6,42,2.2220406463171867
bar,4,1,0.05,6,44,2.2240710999102378
bar,4,1,0.05,6,46,2.2258844273041554
bar,4,1,0.05,6,48,2.227501500572784
bar,4,1,0.05,6,50,2.228948991290996
bar,4,1,0.05,6,52,2.2302487884455426
bar,4,1,0.05,6,54,2.231424921509276
bar,4,1,0.05,6,56,2.232480730100085
bar,4,1,0.05,6,58,2.233440172130871
bar,4,1,0.05,6,60,2.2343105566472
bar,4,1,0.05,6,62,2.235100789074427
bar,4,1,0.05,6,64,2.2358190213827775
bar,4,1,0.05,6,66,2.2364764097150416
bar,4,1,0.05,6,68,2.2370737037063346
bar,4,1,0.05,6,70,2.237621120521163
