N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
7,1,0.00625,9,7,1,1,0.7728679589978797,0.79,improved
7,1,0.00625,9,9,1,1,0.8633830519240646,0.14,improved
7,1,0.00625,9,11,4,3,0.9282420274346206,0.55,improved
7,1,0.00625,9,13,9,6,0.9762293010094449,1.03,improved
7,1,0.00625,9,15,18,12,1.0130092600732408,1.72,improved
7,1,0.00625,9,17,32,21,1.0420476941739119,2.65,improved
7,1,0.00625,9,19,55,37,1.0655659776486162,4.22,improved
7,1,0.00625,9,21,89,60,1.0850277565518298,6.66,improved
7,1,0.00625,9,23,140,96,1.1013864122855377,10.22,improved
7,1,0.00625,9,25,212,147,1.1153205535536124,12.92,improved
7,1,0.00625,9,27,316,222,1.1273281176908736,16.33,improved
7,1,0.00625,9,29,459,325,1.1377844026114192,21.69,improved
7,1,0.00625,9,31,656,470,1.1469706674097495,27.47,improved
7,1,0.00625,9,33,919,663,1.1551046647500118,36.29,improved
7,1,0.003125,9,7,1,1,0.38527859392446334,0.36,improved
7,1,0.003125,9,9,1,1,0.43038768859735915,0.14,improved
7,1,0.003125,9,11,4,3,0.4627269237213967,0.51,improved
7,1,0.003125,9,13,9,6,0.48666754192540107,0.92,improved
7,1,0.003125,9,15,18,12,0.5050285943921605,1.59,improved
7,1,0.003125,9,17,32,21,0.5195347198761818,2.59,improved
7,1,0.003125,9,19,55,37,0.5312908214231908,4.09,improved
7,1,0.003125,9,21,89,60,0.5410248484786273,6.43,improved
7,1,0.003125,9,23,140,96,0.5492112355424674,9.68,improved
7,1,0.003125,9,25,212,147,0.5561879826812532,11.78,improved
7,1,0.003125,9,27,316,222,0.562203064808127,14.99,improved
7,1,0.003125,9,29,459,325,0.5674434069717906,19.79,improved
7,1,0.003125,9,31,656,470,0.5720491895946753,25.27,improved
7,1,0.003125,9,33,919,663,0.5761289951644372,34.68,improved
7,1,0.0015625,9,7,1,1,0.1923460157300356,0.34,improved
7,1,0.0015625,9,9,1,1,0.21486294913794565,0.13,improved
7,1,0.0015625,9,11,4,3,0.23100961877323434,0.49,improved
7,1,0.0015625,9,13,9,6,0.2429663658281696,0.9,improved
7,1,0.0015625,9,15,18,12,0.2521394130274355,1.49,improved
7,1,0.0015625,9,17,32,21,0.25938900441287227,2.35,improved
7,1,0.0015625,9,19,55,37,0.26526613569723123,3.78,improved
7,1,0.0015625,9,21,89,60,0.27013380604758386,6.02,improved
7,1,0.0015625,9,23,140,96,0.2742286634755186,9.06,improved
7,1,0.0015625,9,25,212,147,0.27771937675883124,11.4,improved
7,1,0.0015625,9,27,316,222,0.28072968065918763,14.58,improved
7,1,0.0015625,9,29,459,325,0.2833528536108409,19.5,improved
7,1,0.0015625,9,31,656,470,0.28565887098025283,25.16,improved
7,1,0.0015625,9,33,919,663,0.28770194845839114,34.25,improved
7,1,0.00078125,9,7,1,1,0.09609913565904935,0.34,improved
7,1,0.00078125,9,9,1,1,0.10734813660146034,0.13,improved
7,1,0.00078125,9,11,4,3,0.11541568653629432,0.49,improved
7,1,0.00078125,9,13,9,6,0.12139063123342195,0.89,improved
7,1,0.00078125,9,15,18,12,0.12597525422026218,1.49,improved
7,1,0.00078125,9,17,32,21,0.1295991572919715,2.39,improved
7,1,0.00078125,9,19,55,37,0.13253747315082717,3.81,improved
7,1,0.00078125,9,21,89,60,0.13497145661036283,6.04,improved
7,1,0.00078125,9,23,140,96,0.1370192887259395,9.22,improved
7,1,0.00078125,9,25,212,147,0.13876522042733444,11.52,improved
7,1,0.00078125,9,27,316,222,0.14027105539085505,14.73,improved
7,1,0.00078125,9,29,459,325,0.14158338642244894,19.32,improved
