N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
5,0,0.00625,4,26,195,195,0.0011113438615337314,0.3,standard
5,0,0.00625,4,28,245,245,0.0011295192914250094,0.05,standard
5,0,0.00625,4,30,295,295,0.0011464410931490273,0.06,standard
5,0,0.00625,4,32,360,360,0.0011622710305724162,0.08,standard
5,0,0.00625,4,34,425,425,0.0011771414556002529,0.08,standard
5,0,0.00625,4,36,507,507,0.001191162030848232,0.15,standard
5,0,0.00625,4,38,589,589,0.0012044246353046634,0.11,standard
5,0,0.00625,4,40,690,690,0.0012170070126998344,0.14,standard
5,0,0.00625,4,42,791,791,0.0012289755295307337,0.16,standard
5,0,0.00625,4,44,913,913,0.0012403872912563627,0.2,standard
5,0,0.00625,4,46,1035,1035,0.0012512917895741314,0.22,standard
5,0,0.00625,4,48,1180,1180,0.0012617321975168713,0.31,standard
5,0,0.00625,4,50,1325,1325,0.0012717464020196537,0.31,standard
5,0,0.00625,4,52,1495,1495,0.0012813678321298477,0.35,standard
5,0,0.00625,4,54,1665,1665,0.0012906261327656787,0.46,standard
5,0,0.00625,4,56,1862,1862,0.0012995477146066012,0.48,standard
5,0,0.00625,4,58,2059,2059,0.001308156208053779,0.57,standard
5,0,0.00625,4,60,2285,2285,0.001316472840800621,0.62,standard
5,0,0.00625,4,62,2511,2511,0.0013245167519296646,0.77,standard
5,0,0.00625,4,64,2768,2768,0.0013323052583226775,0.92,standard
5,0,0.00625,4,66,3025,3025,0.0013398540778892423,0.93,standard
5,0,0.00625,4,68,3315,3315,0.0013471775209935527,1.09,standard
5,0,0.00625,4,70,3605,3605,0.001354288653660006,1.19,standard
5,0,0.003125,4,26,195,195,0.00027786741532405575,0.05,standard
5,0,0.003125,4,28,245,245,0.0002824122257752902,0.05,standard
5,0,0.003125,4,30,295,295,0.00028664359165824437,0.06,standard
5,0,0.003125,4,32,360,360,0.00029060195777477077,0.11,standard
5,0,0.003125,4,34,425,425,0.0002943204152679769,0.08,standard
5,0,0.003125,4,36,507,507,0.00029782638253062377,0.1,standard
5,0,0.003125,4,38,589,589,0.00030114283165666846,0.12,standard
