N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
5,1,0.00625,7,5,1,1,0.3303091077967469,0.38,improved
5,1,0.00625,7,7,1,1,0.37754376520698224,0.01,improved
5,1,0.00625,7,9,4,3,0.4065694856182665,0.01,improved
5,1,0.00625,7,11,9,6,0.4257503617675334,0.02,improved
5,1,0.00625,7,13,18,12,0.43926637384231404,0.03,improved
5,1,0.00625,7,15,32,21,0.44927643783049787,0.05,improved
5,1,0.00625,7,17,54,36,0.4569809899822301,0.09,improved
5,1,0.00625,7,19,85,57,0.46310429829058597,0.09,improved
5,1,0.00625,7,21,132,90,0.4680485307740002,0.12,improved
5,1,0.00625,7,23,197,135,0.47213731320909724,0.16,improved
5,1,0.00625,7,25,287,199,0.47556595952723596,0.22,improved
5,1,0.00625,7,27,407,284,0.4784807420434762,0.3,improved
5,1,0.00625,7,29,567,400,0.48098648184601606,0.48,improved
5,1,0.00625,7,31,773,549,0.4831651838692099,0.54,improved
5,1,0.00625,7,33,1040,745,0.48507046537701903,0.72,improved
5,1,0.003125,7,5,1,1,0.1645621009366987,0.01,improved
5,1,0.003125,7,7,1,1,0.18808447943653003,0.01,improved
5,1,0.003125,7,9,4,3,0.20255251183610762,0.02,improved
5,1,0.003125,7,11,9,6,0.21212278173886276,0.03,improved
5,1,0.003125,7,13,18,12,0.2188733407480367,0.03,improved
5,1,0.003125,7,15,32,21,0.22387768359634894,0.04,improved
5,1,0.003125,7,17,54,36,0.22773259095821832,0.06,improved
5,1,0.003125,7,19,85,57,0.23079851354346032,0.08,improved
5,1,0.003125,7,21,132,90,0.2332759359403204,0.11,improved
5,1,0.003125,7,23,197,135,0.23532604805064894,0.16,improved
5,1,0.003125,7,25,287,199,0.2370462116184786,0.21,improved
5,1,0.003125,7,27,407,284,0.23850942078664084,0.29,improved
5,1,0.003125,7,29,567,400,0.23976799591652428,0.42,improved
5,1,0.003125,7,31,773,549,0.24086287766654024,0.54,improved
5,1,0.003125,7,33,1040,745,0.2418208843528647,0.74,improved
5,1,0.0015625,7,5,1,1,0.08213104595224617,0.01,improved
5,1,0.0015625,7,7,1,1,0.09386824432005958,0.01,improved
5,1,0.0015625,7,9,4,3,0.10109086699887944,0.01,improved
5,1,0.0015625,7,11,9,6,0.10587081710216838,0.02,improved
5,1,0.0015625,7,13,18,12,0.10924412735539325,0.03,improved
5,1,0.0015625,7,15,32,21,0.11174604452058076,0.04,improved
5,1,0.0015625,7,17,54,36,0.11367409398430212,0.06,improved
5,1,0.0015625,7,19,85,57,0.11520807467569498,0.08,improved
5,1,0.0015625,7,21,132,90,0.11644807690288037,0.12,improved
5,1,0.0015625,7,23,197,135,0.11747453607611096,0.15,improved
5,1,0.0015625,7,25,287,199,0.1183360578548102,0.23,improved
5,1,0.0015625,7,27,407,284,0.11906910240317223,0.29,improved
5,1,0.0015625,7,29,567,400,0.11969980618750134,0.41,improved
5,1,0.0015625,7,31,773,549,0.12024862318827041,0.55,improved
5,1,0.0015625,7,33,1040,745,0.12072896459474328,0.75,improved
5,1,0.00078125,7,5,1,1,0.0410277868033449,0.01,improved
5,1,0.00078125,7,7,1,1,0.04689035681614056,0.01,improved
5,1,0.00078125,7,9,4,3,0.05049879654289226,0.01,improved
5,1,0.00078125,7,11,9,6,0.05288745756376299,0.02,improved
5,1,0.00078125,7,13,18,12,0.0545736069436991,0.03,improved
5,1,0.00078125,7,15,32,21,0.05582449170195622,0.04,improved
5,1,0.00078125,7,17,54,36,0.056788657608617225,0.06,improved
5,1,0.00078125,7,19,85,57,0.057555896824977144,0.08,improved
5,1,0.00078125,7,21,132,90,0.05817621624674439,0.11,improved
5,1,0.00078125,7,23,197,135,0.05868979321963388,0.15,improved
5,1,0.00078125,7,25,287,199,0.059120911596192885,0.21,improved
5,1,0.00078125,7,27,407,284,0.059487792055889804,0.33,improved
5,1,0.00078125,7,29,567,400,0.059803496757290756,0.41,improved
5,1,0.00078125,7,31,773,549,0.06007824849093848,0.54,improved
5,1,0.00078125,7,33,1040,745,0.0603187533104401,0.71,improved
5,1,0.000390625,7,5,1,1,0.020504429949956448,0.01,improved
5,1,0.000390625,7,7,1,1,0.023434203726550515,0.01,improved
5,1,0.000390625,7,9,4,3,0.025237702774655493,0.01,improved
5,1,0.000390625,7,11,9,6,0.02643170254255986,0.02,improved
5,1,0.000390625,7,13,18,12,0.027274649110243646,0.03,improved
5,1,0.000390625,7,15,32,21,0.027900071745297145,0.04,improved
5,1,0.000390625,7,17,54,36,0.028382189016561116,0.06,improved
5,1,0.000390625,7,19,85,57,0.028765870091439966,0.08,improved
5,1,0.000390625,7,21,132,90,0.029076108820628645,0.11,improved
5,1,0.000390625,7,23,197,135,0.029332983727633072,0.16,improved
5,1,0.000390625,7,25,287,199,0.029548631972619862,0.21,improved
5,1,0.000390625,7,27,407,284,0.029732161522793937,0.29,improved
5,1,0.000390625,7,29,567,400,0.029890101920208006,0.39,improved
5,1,0.000390625,7,31,773,549,0.030027563496320565,0.52,improved
5,1,0.000390625,7,33,1040,745,0.030147899386570646,0.73,improved
5,1,0.0001953125,7,5,1,1,0.010249845309876469,0.01,improved
5,1,0.0001953125,7,7,1,1,0.011714353877751129,0.01,improved
5,1,0.0001953125,7,9,4,3,0.012615922827586864,0.02,improved
5,1,0.0001953125,7,11,9,6,0.013212839744380337,0.02,improved
5,1,0.0001953125,7,13,18,12,0.013634280784982435,0.03,improved
5,1,0.0001953125,7,15,32,21,0.013946987002741183,0.04,improved
5,1,0.0001953125,7,17,54,36,0.014188054092604808,0.06,improved
5,1,0.0001953125,7,19,85,57,0.014379909899421735,0.08,improved
5,1,0.0001953125,7,21,132,90,0.014535048945641359,0.11,improved
5,1,0.0001953125,7,23,197,135,0.014663507948259307,0.15,improved
5,1,0.0001953125,7,25,287,199,0.014771354293129106,0.21,improved
5,1,0.0001953125,7,27,407,284,0.014863141367905562,0.3,improved
5,1,0.0001953125,7,29,567,400,0.014942133557039106,0.41,improved
5,1,0.0001953125,7,31,773,549,0.015010885758390503,0.54,improved
5,1,0.0001953125,7,33,1040,745,0.015071074566184766,0.77,improved
