N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
7,0,0.00625,4,26,195,195,0.001111354889123646,0.41,standard
7,0,0.00625,4,28,245,245,0.001129531341854389,0.15,standard
7,0,0.00625,4,30,295,295,0.001146454151749687,0.16,standard
7,0,0.00625,4,32,360,360,0.0011622850824815453,0.19,standard
7,0,0.00625,4,34,425,425,0.0011771564861962412,0.19,standard
7,0,0.00625,4,36,507,507,0.001191178025673528,0.27,standard
7,0,0.00625,4,38,589,589,0.0012044415804728162,0.22,standard
7,0,0.00625,4,40,690,690,0.001217024894317203,0.25,standard
7,0,0.00625,4,42,791,791,0.0012289943340974875,0.27,standard
7,0,0.00625,4,44,913,913,0.0012404070059622836,0.31,standard
7,0,0.00625,4,46,1035,1035,0.001251312401754731,0.33,standard
7,0,0.00625,4,48,1180,1180,0.0012617536949405242,0.43,standard
7,0,0.00625,4,50,1325,1325,0.001271768772874369,0.43,standard
7,0,0.00625,4,52,1495,1495,0.001281391064879841,0.48,standard
7,0,0.00625,4,54,1665,1665,0.001290650216296415,0.61,standard
7,0,0.00625,4,56,1862,1862,0.001299572637978827,0.59,standard
7,0,0.00625,4,58,2059,2059,0.0013081819608784394,0.74,standard
7,0,0.00625,4,60,2285,2285,0.0013164994129503183,0.74,standard
7,0,0.00625,4,62,2511,2511,0.0013245441335522326,0.86,standard
7,0,0.00625,4,64,2768,2768,0.0013323334398688427,0.98,standard
7,0,0.00625,4,66,3025,3025,0.001339883049932008,1.04,standard
7,0,0.00625,4,68,3315,3315,0.0013472072744546732,1.27,standard
7,0,0.00625,4,70,3605,3605,0.0013543191800647976,1.39,standard
7,0,0.003125,4,26,195,195,0.00027786810471227516,0.15,standard
7,0,0.003125,4,28,245,245,0.0002824129791408461,0.16,standard
7,0,0.003125,4,30,295,295,0.00028664440802070285,0.16,standard
7,0,0.003125,4,32,360,360,0.000290602836255687,0.18,standard
7,0,0.003125,4,34,425,425,0.0002943213548860427,0.25,standard
7,0,0.003125,4,36,507,507,0.00029782738254798566,0.21,standard
7,0,0.003125,4,38,589,589,0.00030114389111423256,0.23,standard
7,0,0.003125,4,40,690,690,0.0003042903186054285,0.25,standard
7,0,0.003125,4,42,791,791,0.00030728325849292985,0.27,standard
7,0,0.003125,4,44,913,913,0.00031013698873032545,0.3,standard
7,0,0.003125,4,46,1035,1035,0.0003128638836450202,0.41,standard
7,0,0.003125,4,48,1180,1180,0.00031547473783485956,0.4,standard
7,0,0.003125,4,50,1325,1325,0.00031797902396647613,0.42,standard
7,0,0.003125,4,52,1495,1495,0.0003203851004880333,0.57,standard
7,0,0.003125,4,54,1665,1665,0.00032270037945976166,0.53,standard
7,0,0.003125,4,56,1862,1862,0.00032493146438147255,0.61,standard
7,0,0.003125,4,58,2059,2059,0.0003270842637278401,0.75,standard
7,0,0.003125,4,60,2285,2285,0.0003291640847000574,0.89,standard
7,0,0.003125,4,62,2511,2511,0.0003311757133059308,0.84,standard
7,0,0.003125,4,64,2768,2768,0.00033312347909384885,0.99,standard
7,0,0.003125,4,66,3025,3025,0.00033501131198304586,1.13,standard
7,0,0.003125,4,68,3315,3315,0.0003368427901317914,1.27,standard
7,0,0.003125,4,70,3605,3605,0.00033862118042413255,1.46,standard
7,0,0.0015625,4,26,195,195,6.946886280596359e-05,0.15,standard
7,0,0.0015625,4,28,245,245,7.060512899002984e-05,0.16,standard
7,0,0.0015625,4,30,295,295,7.166303162716686e-05,0.17,standard
7,0,0.0015625,4,32,360,360,7.265268212499574e-05,0.18,standard
7,0,0.0015625,4,34,425,425,7.358235357928593e-05,0.19,standard
7,0,0.0015625,4,36,507,507,7.445890068004767e-05,0.21,standard
7,0,0.0015625,4,38,589,589,7.528806652904394e-05,0.23,standard
7,0,0.0015625,4,40,690,690,7.607471087153056e-05,0.26,standard
7,0,0.0015625,4,42,791,791,7.682298214872695e-05,0.28,standard
7,0,0.0015625,4,44,913,913,7.753644980661899e-05,0.32,standard
7,0,0.0015625,4,46,1035,1035,7.821820769455204e-05,0.41,standard
7,0,0.0015625,4,48,1180,1180,7.887095442972268e-05,0.39,standard
7,0,0.0015625,4,50,1325,1325,7.949705828531451e-05,0.43,standard
7,0,0.0015625,4,52,1495,1495,8.009860888348808e-05,0.49,standard
7,0,0.0015625,4,54,1665,1665,8.06774592930877e-05,0.61,standard
7,0,0.0015625,4,56,1862,1862,8.123526061332601e-05,0.61,standard
7,0,0.0015625,4,58,2059,2059,8.177348965541538e-05,0.7,standard
7,0,0.0015625,4,60,2285,2285,8.229347349178893e-05,0.75,standard
7,0,0.0015625,4,62,2511,2511,8.279640870075242e-05,0.91,standard
