N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
5,0,0.4,4,26,195,195,3.8191903740024555,1.1,improved
5,0,0.4,4,28,245,245,3.8188382365341074,0.9,improved
5,0,0.4,4,30,295,295,3.818447825118408,1.04,improved
5,0,0.4,4,32,360,360,3.8180307174592016,1.33,improved
5,0,0.4,4,34,425,425,3.817606844484538,1.46,improved
5,0,0.4,4,36,507,507,3.8171782664604246,1.65,improved
5,0,0.4,4,38,589,589,3.816756238777813,1.83,improved
5,0,0.4,4,40,690,690,3.81633923985144,2.07,improved
5,0,0.4,4,42,791,791,3.8159341905661095,2.34,improved
5,0,0.4,4,44,913,913,3.8155383197877297,2.57,improved
5,0,0.4,4,46,1035,1035,3.815156199300679,3.04,improved
5,0,0.4,4,48,1180,1180,3.81478476112097,3.68,improved
5,0,0.4,4,50,1325,1325,3.814427212449484,4.1,improved
5,0,0.4,4,52,1495,1495,3.81408057636631,4.49,improved
5,0,0.4,4,54,1665,1665,3.8137472180973533,4.36,improved
5,0,0.4,4,56,1862,1862,3.813424398320581,5.46,improved
5,0,0.4,4,58,2059,2059,3.8131139345066316,6.55,improved
5,0,0.4,4,60,2285,2285,3.812813366382325,6.42,improved
5,0,0.4,4,62,2511,2511,3.8125241380783397,7.71,improved
5,0,0.4,4,64,2768,2768,3.812244064674117,7.93,improved
5,0,0.4,4,66,3025,3025,3.811974325235396,8.08,improved
5,0,0.4,4,68,3315,3315,3.811712988409447,10.19,improved
5,0,0.4,4,70,3605,3605,3.8114610382501777,11.27,improved
5,0,0.8,4,26,195,195,5.0565162863459,0.6,improved
5,0,0.8,4,28,245,245,5.05596007937996,0.7,improved
5,0,0.8,4,30,295,295,5.055477090140863,1.12,improved
5,0,0.8,4,32,360,360,5.0550486086092405,1.34,improved
5,0,0.8,4,34,425,425,5.054672629775543,1.57,improved
5,0,0.8,4,36,507,507,5.0543358546321295,1.85,improved
5,0,0.8,4,38,589,589,5.054037484350386,2.13,improved
5,0,0.8,4,40,690,690,5.053767914107523,2.54,improved
5,0,0.8,4,42,791,791,5.053527029804759,2.85,improved
5,0,0.8,4,44,913,913,5.053307744992643,3.12,improved
5,0,0.8,4,46,1035,1035,5.053110312531895,3.26,improved
5,0,0.8,4,48,1180,1180,5.052929390276334,3.89,improved
5,0,0.8,4,50,1325,1325,5.052765414768078,4.11,improved
5,0,0.8,4,52,1495,1495,5.0526142771525135,4.76,improved
5,0,0.8,4,54,1665,1665,5.052476494128035,4.42,improved
5,0,0.8,4,56,1862,1862,5.05234884738858,6.34,improved
5,0,0.8,4,58,2059,2059,5.052231876206873,7.31,improved
5,0,0.8,4,60,2285,2285,5.052123018351451,6.49,improved
5,0,0.8,4,62,2511,2511,5.052022804393865,8.02,improved
5,0,0.8,4,64,2768,2768,5.051929164462624,8.28,improved
5,0,0.8,4,66,3025,3025,5.051842604223898,8.41,improved
5,0,0.8,4,68,3315,3315,5.051761429596965,10.1,improved
5,0,0.8,4,70,3605,3605,5.051686113739475,11.34,improved
5,0,1.6,4,26,195,195,5.024384822200456,0.62,improved
5,0,1.6,4,28,245,245,5.025322825630396,0.71,improved
5,0,1.6,4,30,295,295,5.026150309349584,0.83,improved
5,0,1.6,4,32,360,360,5.026884704307919,1.32,improved
5,0,1.6,4,34,425,425,5.027542398828713,1.57,improved
5,0,1.6,4,36,507,507,5.028133968208497,1.83,improved
5,0,1.6,4,38,589,589,5.028669977108938,2.14,improved
5,0,1.6,4,40,690,690,5.029157224001669,2.39,improved
5,0,1.6,4,42,791,791,5.029602859273215,2.73,improved
5,0,1.6,4,44,913,913,5.030011453532426,3.03,improved
5,0,1.6,4,46,1035,1035,5.0303880363789375,3.21,improved
5,0,1.6,4,48,1180,1180,5.030735792721044,3.78,improved
5,0,1.6,4,50,1325,1325,5.031058373114701,4.02,improved
5,0,1.6,4,52,1495,1495,5.031358063126891,4.93,improved
5,0,1.6,4,54,1665,1665,5.031637582463216,4.3,improved
5,0,1.6,4,56,1862,1862,5.031898612203201,6.32,improved
5,0,1.6,4,58,2059,2059,5.032143223849257,6.82,improved
5,0,1.6,4,60,2285,2285,5.03237268005254,6.28,improved
5,0,1.6,4,62,2511,2511,5.032588588843673,7.72,improved
5,0,1.6,4,64,2768,2768,5.032791915878432,7.36,improved
5,0,1.6,4,66,3025,3025,5.0329839301732955,8.03,improved
5,0,1.6,4,68,3315,3315,5.033165381960908,9.43,improved
5,0,1.6,4,70,3605,3605,5.033337287319387,11.5,improved
