N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
8,0,0.1,4,26,195,195,0.2747936819733441,2.12,standard
8,0,0.1,4,28,245,245,0.27920985875353743,1.87,standard
8,0,0.1,4,30,295,295,0.28331669593878855,1.88,standard
8,0,0.1,4,32,360,360,0.28715430330180414,1.89,standard
8,0,0.1,4,34,425,425,0.2907554810703249,1.93,standard
8,0,0.1,4,36,507,507,0.29414739287948277,1.96,standard
8,0,0.1,4,38,589,589,0.29735278619752115,1.93,standard
8,0,0.1,4,40,690,690,0.30039089954465364,1.94,standard
8,0,0.1,4,42,791,791,0.30327814822750115,1.94,standard
8,0,0.1,4,44,913,913,0.30602865044287164,1.97,standard
8,0,0.1,4,46,1035,1035,0.30865463634416324,2.0,standard
8,0,0.1,4,48,1180,1180,0.3111667699791485,2.09,standard
8,0,0.1,4,50,1325,1325,0.3135744054465919,2.07,standard
8,0,0.1,4,52,1495,1495,0.3158857927697406,2.12,standard
8,0,0.1,4,54,1665,1665,0.31810824487395073,2.19,standard
8,0,0.1,4,56,1862,1862,0.3202482741677453,2.21,standard
8,0,0.1,4,58,2059,2059,0.3223117051287312,2.29,standard
8,0,0.1,4,60,2285,2285,0.32430376778137526,2.31,standard
8,0,0.1,4,62,2511,2511,0.32622917582946653,2.45,standard
8,0,0.1,4,64,2768,2768,0.32809219236638093,2.52,standard
8,0,0.1,4,66,3025,3025,0.32989668546386275,2.58,standard
8,0,0.1,4,68,3315,3315,0.33164617544796177,2.56,standard
8,0,0.1,4,70,3605,3605,0.3333438753149352,2.7,standard
8,0,0.05,4,26,195,195,0.07051222850598919,1.83,standard
8,0,0.05,4,28,245,245,0.07166044215701549,1.85,standard
8,0,0.05,4,30,295,295,0.07272914995811267,1.9,standard
8,0,0.05,4,32,360,360,0.07372862298601854,1.86,standard
8,0,0.05,4,34,425,425,0.07466726380285946,1.89,standard
8,0,0.05,4,36,507,507,0.07555203368104561,1.89,standard
8,0,0.05,4,38,589,589,0.07638876433985345,1.91,standard
8,0,0.05,4,40,690,690,0.07718238972992619,1.92,standard
8,0,0.05,4,42,791,791,0.07793712127478804,1.96,standard
8,0,0.05,4,44,913,913,0.07865658234642292,1.98,standard
8,0,0.05,4,46,1035,1035,0.0793439128512589,2.03,standard
8,0,0.05,4,48,1180,1180,0.08000185155724486,2.02,standard
8,0,0.05,4,50,1325,1325,0.08063280161408737,2.03,standard
8,0,0.05,4,52,1495,1495,0.08123888322449022,2.18,standard
8,0,0.05,4,54,1665,1665,0.08182197637283735,2.14,standard
8,0,0.05,4,56,1862,1862,0.08238375578277166,2.23,standard
8,0,0.05,4,58,2059,2059,0.08292571974046976,2.23,standard
8,0,0.05,4,60,2285,2285,0.08344921403122894,2.35,standard
8,0,0.05,4,62,2511,2511,0.0839554519490834,2.38,standard
8,0,0.05,4,64,2768,2768,0.08444553113118476,2.52,standard
8,0,0.05,4,66,3025,3025,0.08492044779985049,2.57,standard
8,0,0.05,4,68,3315,3315,0.0853811088788201,2.66,standard
8,0,0.05,4,70,3605,3605,0.08582834235302618,2.76,standard
8,0,0.025,4,26,195,195,0.01774491286355086,1.85,standard
8,0,0.025,4,28,245,245,0.018034834840235492,1.85,standard
8,0,0.025,4,30,295,295,0.018304741934858832,1.87,standard
8,0,0.025,4,32,360,360,0.018557217478274747,1.85,standard
8,0,0.025,4,34,425,425,0.018794375040043915,1.87,standard
8,0,0.025,4,36,507,507,0.019017965809977878,1.91,standard
8,0,0.025,4,38,589,589,0.019229456957867066,1.91,standard
8,0,0.025,4,40,690,690,0.01943008989894034,1.93,standard
8,0,0.025,4,42,791,791,0.01962092434726811,1.97,standard
8,0,0.025,4,44,913,913,0.019802872124581955,1.98,standard
8,0,0.025,4,46,1035,1035,0.019976723454195412,2.07,standard
8,0,0.025,4,48,1180,1180,0.020143167661599806,2.03,standard
8,0,0.025,4,50,1325,1325,0.020302809648634748,2.07,standard
8,0,0.025,4,52,1495,1495,0.020456183138509623,2.21,standard
8,0,0.025,4,54,1665,1665,0.02060376142031025,2.16,standard
8,0,0.025,4,56,1862,1862,0.02074596614151075,2.21,standard
8,0,0.025,4,58,2059,2059,0.02088317455561239,2.28,standard
8,0,0.025,4,60,2285,2285,0.021015725543524124,2.39,standard
8,0,0.025,4,62,2511,2511,0.021143924646021495,2.41,standard
