N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
3,0,0.1,4,26,195,195,0.8023173684210413,1.02,improved
3,0,0.1,4,28,245,245,0.8020082288051911,0.48,improved
3,0,0.1,4,30,295,295,0.8016832897035489,0.55,improved
3,0,0.1,4,32,360,360,0.8013453630526958,0.71,improved
3,0,0.1,4,34,425,425,0.8010054791200071,0.75,improved
3,0,0.1,4,36,507,507,0.800662836884133,0.9,improved
3,0,0.1,4,38,589,589,0.8003245758293479,1.03,improved
3,0,0.1,4,40,690,690,0.7999885382772365,1.21,improved
3,0,0.1,4,42,791,791,0.7996597060282642,1.35,improved
3,0,0.1,4,44,913,913,0.7993354993182809,1.57,improved
3,0,0.1,4,46,1035,1035,0.7990196025568915,1.74,improved
3,0,0.1,4,48,1180,1180,0.7987094101988328,2.12,improved
3,0,0.1,4,50,1325,1325,0.7984077721876485,2.23,improved
3,0,0.1,4,52,1495,1495,0.7981122211593641,2.49,improved
3,0,0.1,4,54,1665,1665,0.7978250393558983,2.78,improved
3,0,0.1,4,56,1862,1862,0.797543957647358,3.08,improved
3,0,0.1,4,58,2059,2059,0.7972708535927576,3.49,improved
3,0,0.1,4,60,2285,2285,0.7970036693402682,3.93,improved
3,0,0.1,4,62,2511,2511,0.7967439825901141,4.23,improved
3,0,0.1,4,64,2768,2768,0.7964899390207588,4.67,improved
3,0,0.1,4,66,3025,3025,0.7962428869099989,5.13,improved
3,0,0.1,4,68,3315,3315,0.7960011592593357,5.61,improved
3,0,0.1,4,70,3605,3605,0.7957659240876858,6.1,improved
3,0,0.05,4,26,195,195,0.3842461438023174,0.37,improved
3,0,0.05,4,28,245,245,0.3842006204698741,0.47,improved
3,0,0.05,4,30,295,295,0.38413286363247856,0.55,improved
3,0,0.05,4,32,360,360,0.3840481285999495,0.66,improved
3,0,0.05,4,34,425,425,0.3839520579255364,0.76,improved
3,0,0.05,4,36,507,507,0.38384707695400844,0.91,improved
3,0,0.05,4,38,589,589,0.3837365940034511,1.01,improved
3,0,0.05,4,40,690,690,0.383621664397239,1.2,improved
3,0,0.05,4,42,791,791,0.38350448577689983,1.34,improved
3,0,0.05,4,44,913,913,0.3833854208410238,1.56,improved
3,0,0.05,4,46,1035,1035,0.38326596685197056,1.79,improved
3,0,0.05,4,48,1180,1180,0.3831461286830443,1.98,improved
3,0,0.05,4,50,1325,1325,0.38302697560288174,2.21,improved
3,0,0.05,4,52,1495,1495,0.3829083280774536,2.59,improved
3,0,0.05,4,54,1665,1665,0.3827909812530264,2.75,improved
