N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
7,0,0.1,4,26,195,195,0.27460929739388923,0.42,standard
7,0,0.1,4,28,245,245,0.2790089806609396,0.16,standard
7,0,0.1,4,30,295,295,0.28309964065708876,0.16,standard
7,0,0.1,4,32,360,360,0.28692138146569446,0.18,standard
7,0,0.1,4,34,425,425,0.29050699568788724,0.18,standard
7,0,0.1,4,36,507,507,0.29388363820924207,0.24,standard
7,0,0.1,4,38,589,589,0.2970740471598099,0.21,standard
7,0,0.1,4,40,690,690,0.3000974514830639,0.23,standard
7,0,0.1,4,42,791,791,0.3029702569026197,0.24,standard
7,0,0.1,4,44,913,913,0.30570657217554703,0.26,standard
7,0,0.1,4,46,1035,1035,0.30831861825619317,0.29,standard
7,0,0.1,4,48,1180,1180,0.3108170502920508,0.36,standard
7,0,0.1,4,50,1325,1325,0.3132112138167323,0.36,standard
7,0,0.1,4,52,1495,1495,0.3155093506385403,0.39,standard
7,0,0.1,4,54,1665,1665,0.3177187658249603,0.47,standard
7,0,0.1,4,56,1862,1862,0.31984596428099143,0.47,standard
7,0,0.1,4,58,2059,2059,0.32189676332777867,0.6,standard
7,0,0.1,4,60,2285,2285,0.3238763861689384,0.62,standard
7,0,0.1,4,62,2511,2511,0.3257895400100718,0.7,standard
7,0,0.1,4,64,2768,2768,0.327640481755894,0.78,standard
7,0,0.1,4,66,3025,3025,0.3294330735824308,0.87,standard
7,0,0.1,4,68,3315,3315,0.33117083019986404,0.87,standard
7,0,0.1,4,70,3605,3605,0.3328569592527326,1.0,standard
7,0,0.05,4,26,195,195,0.07050012067371556,0.15,standard
7,0,0.05,4,28,245,245,0.07164722832865926,0.19,standard
7,0,0.05,4,30,295,295,0.07271484811745872,0.17,standard
7,0,0.05,4,32,360,360,0.07371325096600474,0.18,standard
7,0,0.05,4,34,425,425,0.07465083913747703,0.19,standard
7,0,0.05,4,36,507,507,0.07553457351282905,0.2,standard
7,0,0.05,4,38,589,589,0.07637028536315703,0.21,standard
7,0,0.05,4,40,690,690,0.07716290816139773,0.23,standard
7,0,0.05,4,42,791,791,0.07791665283800217,0.25,standard
7,0,0.05,4,44,913,913,0.07863514227048228,0.31,standard
7,0,0.05,4,46,1035,1035,0.07932151587498998,0.29,standard
7,0,0.05,4,48,1180,1180,0.07997851193953696,0.33,standard
7,0,0.05,4,50,1325,1325,0.0806085331472705,0.37,standard
7,0,0.05,4,52,1495,1495,0.08121369924933111,0.44,standard
7,0,0.05,4,54,1665,1665,0.08179588979529394,0.43,standard
7,0,0.05,4,56,1862,1862,0.0823567790907185,0.55,standard
7,0,0.05,4,58,2059,2059,0.08289786502126531,0.55,standard
7,0,0.05,4,60,2285,2285,0.08342049298773953,0.66,standard
7,0,0.05,4,62,2511,2511,0.08392587591730576,0.66,standard
7,0,0.05,4,64,2768,2768,0.08441511109547373,0.79,standard
7,0,0.05,4,66,3025,3025,0.08488919440890218,0.89,standard
7,0,0.05,4,68,3315,3315,0.08534903245983577,0.96,standard
7,0,0.05,4,70,3605,3605,0.08579545292635044,1.04,standard
7,0,0.025,4,26,195,195,0.017744146405587843,0.16,standard
7,0,0.025,4,28,245,245,0.018033997973836084,0.15,standard
7,0,0.025,4,30,295,295,0.018303835746797708,0.16,standard
7,0,0.025,4,32,360,360,0.01855624304952702,0.17,standard
7,0,0.025,4,34,425,425,0.018793333435501068,0.19,standard
7,0,0.025,4,36,507,507,0.019016858072744735,0.2,standard
7,0,0.025,4,38,589,589,0.01922828410535001,0.22,standard
7,0,0.025,4,40,690,690,0.019428852920394066,0.23,standard
7,0,0.025,4,42,791,791,0.01961962420316796,0.25,standard
7,0,0.025,4,44,913,913,0.019801509746005478,0.33,standard
7,0,0.025,4,46,1035,1035,0.019975299743142987,0.3,standard
7,0,0.025,4,48,1180,1180,0.020141683491109643,0.32,standard
7,0,0.025,4,50,1325,1325,0.020301265864143228,0.43,standard
7,0,0.025,4,52,1495,1495,0.02045458055769004,0.41,standard
7,0,0.025,4,54,1665,1665,0.020602100835503668,0.43,standard
7,0,0.025,4,56,1862,1862,0.020744248319210165,0.53,standard
7,0,0.025,4,58,2059,2059,0.020881400238511587,0.55,standard
7,0,0.025,4,60,2285,2285,0.02101389545087062,0.67,standard
7,0,0.025,4,62,2511,2511,0.021142039474699087,0.74,standard
7,0,0.025,4,64,2768,2768,0.021266108723811055,0.77,standard
7,0,0.025,4,66,3025,3025,0.021386354090225566,0.89,standard
7,0,0.025,4,68,3315,3315,0.021503003991251615,0.98,standard
7,0,0.025,4,70,3605,3605,0.02161626697658869,1.07,standard
7,0,0.0125,4,26,195,195,0.004443540008202899,0.16,standard
7,0,0.0125,4,28,245,245,0.0045161971308400215,0.16,standard
7,0,0.0125,4,30,295,295,0.004583841907811334,0.17,standard
7,0,0.0125,4,32,360,360,0.004647121149789686,0.17,standard
7,0,0.0125,4,34,425,425,0.00470656406044198,0.18,standard
7,0,0.0125,4,36,507,507,0.004762609118854873,0.2,standard
7,0,0.0125,4,38,589,589,0.0048156236969801765,0.21,standard
7,0,0.0125,4,40,690,690,0.004865918644287729,0.27,standard
7,0,0.0125,4,42,791,791,0.004913759318691428,0.25,standard
7,0,0.0125,4,44,913,913,0.004959374048958674,0.27,standard
7,0,0.0125,4,46,1035,1035,0.005002960719009967,0.3,standard
7,0,0.0125,4,48,1180,1180,0.005044691949052173,0.39,standard
7,0,0.0125,4,50,1325,1325,0.005084719221558669,0.36,standard
7,0,0.0125,4,52,1495,1495,0.005123176195851354,0.41,standard
7,0,0.0125,4,54,1665,1665,0.00516018139949981,0.5,standard
7,0,0.0125,4,56,1862,1862,0.005195840429009879,0.52,standard
7,0,0.0125,4,58,2059,2059,0.005230247764643959,0.64,standard
7,0,0.0125,4,60,2285,2285,0.005263488277879563,0.62,standard
7,0,0.0125,4,62,2511,2511,0.005295638491975304,0.78,standard
7,0,0.0125,4,64,2768,2768,0.0053267676410872315,0.86,standard
7,0,0.0125,4,66,3025,3025,0.005356938568908075,0.87,standard
7,0,0.0125,4,68,3315,3315,0.005386208490360432,1.04,standard
7,0,0.0125,4,70,3605,3605,0.005414629644923167,1.08,standard
