N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
4,1,0.4,6,4,1,1,12.183474782541596,0.39,improved
4,1,0.4,6,6,1,1,14.242164873873584,0.02,improved
4,1,0.4,6,8,4,3,15.114701741804305,0.06,improved
4,1,0.4,6,10,9,6,15.515971854039991,0.14,improved
4,1,0.4,6,12,18,12,15.731647590344327,0.25,improved
4,1,0.4,6,14,31,20,15.860383012801385,0.48,improved
4,1,0.4,6,16,51,34,15.944815298259337,0.64,improved
4,1,0.4,6,18,80,53,16.003363137379868,0.96,improved
4,1,0.4,6,20,122,82,16.043521518589312,1.32,improved
4,1,0.4,6,22,178,120,16.07379052357509,1.96,improved
4,1,0.4,6,24,254,173,16.09658346233577,2.66,improved
4,1,0.4,6,26,351,241,16.11375524509025,3.5,improved
4,1,0.4,6,28,479,332,16.127344836715345,4.51,improved
4,1,0.4,6,30,639,445,16.138297048399956,6.11,improved
4,1,0.4,6,32,841,590,16.146792062486497,8.02,improved
4,1,0.8,6,4,1,1,16.509589999868663,0.02,improved
4,1,0.8,6,6,1,1,19.548456924184038,0.02,improved
4,1,0.8,6,8,4,3,20.616983728739505,0.06,improved
4,1,0.8,6,10,9,6,20.777157798970567,0.13,improved
4,1,0.8,6,12,18,12,20.774829730433773,0.25,improved
4,1,0.8,6,14,31,20,20.789326434317765,0.44,improved
4,1,0.8,6,16,51,34,20.80771632820934,0.63,improved
4,1,0.8,6,18,80,53,20.82240004039433,0.97,improved
4,1,0.8,6,20,122,82,20.832851696515995,1.36,improved
4,1,0.8,6,22,178,120,20.841924332477728,1.94,improved
4,1,0.8,6,24,254,173,20.849424623557056,2.69,improved
4,1,0.8,6,26,351,241,20.855334405561067,3.5,improved
4,1,0.8,6,28,479,332,20.860532434361488,4.61,improved
4,1,0.8,6,30,639,445,20.865144615385162,6.08,improved
4,1,0.8,6,32,841,590,20.86898865558194,8.04,improved
4,1,1.6,6,4,1,1,16.99765592498817,0.02,improved
4,1,1.6,6,6,1,1,20.590770306731212,0.02,improved
4,1,1.6,6,8,4,3,21.74244936298135,0.05,improved
4,1,1.6,6,10,9,6,21.12931664081612,0.13,improved
4,1,1.6,6,12,18,12,19.547073198055873,0.24,improved
4,1,1.6,6,14,31,20,19.811825549236712,0.43,improved
4,1,1.6,6,16,51,34,19.958030210099555,0.62,improved
4,1,1.6,6,18,80,53,20.038513190970647,0.95,improved
4,1,1.6,6,20,122,82,20.09023900779134,1.35,improved
4,1,1.6,6,22,178,120,20.128954356284336,1.94,improved
4,1,1.6,6,24,254,173,20.15971709472729,2.64,improved
4,1,1.6,6,26,351,241,20.18485193106872,3.5,improved
4,1,1.6,6,28,479,332,20.205917732492594,4.64,improved
4,1,1.6,6,30,639,445,20.223948794077504,6.06,improved
4,1,1.6,6,32,841,590,20.239536837754276,7.96,improved
