N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
6,1,0.4,8,6,1,1,31.79047325574655,1.02,improved
6,1,0.4,8,8,1,1,36.09782990634852,0.52,improved
6,1,0.4,8,10,4,3,38.75695832854875,2.08,improved
6,1,0.4,8,12,9,6,40.41979703980472,5.3,improved
6,1,0.4,8,14,18,12,41.50739878477524,10.33,improved
6,1,0.4,8,16,32,21,42.25220924572899,18.28,improved
6,1,0.4,8,18,55,37,42.78612114355145,30.09,improved
6,1,0.4,8,20,88,59,43.18632448356385,47.19,improved
6,1,0.4,8,22,137,94,43.494475090175776,64.17,improved
6,1,0.4,8,24,207,143,43.73609456720968,89.33,improved
6,1,0.4,8,26,306,214,43.929449884336854,120.68,improved
6,1,0.4,8,28,440,310,44.087492351983016,163.57,improved
6,1,0.4,8,30,623,444,44.21842152251789,218.14,improved
6,1,0.4,8,32,863,619,44.32829086641564,291.89,improved
6,1,0.8,8,6,1,1,41.46851215150066,0.66,improved
6,1,0.8,8,8,1,1,47.378184951336934,0.54,improved
6,1,0.8,8,10,4,3,50.81745614583663,2.05,improved
6,1,0.8,8,12,9,6,52.62667757561971,5.24,improved
6,1,0.8,8,14,18,12,53.52216185785509,10.25,improved
6,1,0.8,8,16,32,21,53.99139228974549,18.41,improved
6,1,0.8,8,18,55,37,54.27391534104292,30.09,improved
6,1,0.8,8,20,88,59,54.46861332370874,46.79,improved
6,1,0.8,8,22,137,94,54.61360848058091,63.66,improved
6,1,0.8,8,24,207,143,54.72270467069964,87.65,improved
6,1,0.8,8,26,306,214,54.80662644322928,118.34,improved
6,1,0.8,8,28,440,310,54.87356372560485,161.16,improved
6,1,0.8,8,30,623,444,54.92822751217982,217.6,improved
6,1,0.8,8,32,863,619,54.97357592346104,296.96,improved
6,1,1.6,8,6,1,1,40.8958993004055,0.64,improved
6,1,1.6,8,8,1,1,47.29897861984803,0.52,improved
6,1,1.6,8,10,4,3,50.947247416846515,2.05,improved
6,1,1.6,8,12,9,6,52.38741729211033,5.17,improved
6,1,1.6,8,14,18,12,52.203963777071934,10.26,improved
6,1,1.6,8,16,32,21,51.0510983465849,17.88,improved
6,1,1.6,8,18,55,37,49.74752738783665,29.96,improved
6,1,1.6,8,20,88,59,49.811648151014424,47.67,improved
6,1,1.6,8,22,137,94,49.938923333299044,63.0,improved
6,1,1.6,8,24,207,143,50.051652370239125,85.84,improved
6,1,1.6,8,26,306,214,50.14297958588581,116.52,improved
6,1,1.6,8,28,440,310,50.217539043665056,159.91,improved
6,1,1.6,8,30,623,444,50.28009556442076,210.48,improved
6,1,1.6,8,32,863,619,50.33382816380055,282.47,improved
