N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
8,1,0.1,10,8,1,1,1.9493777986378598,29.73,standard
8,1,0.1,10,10,1,1,2.233662060939214,1.9,standard
8,1,0.1,10,12,4,3,2.47487126988471,2.23,standard
8,1,0.1,10,14,9,6,2.6832282603312083,2.5,standard
8,1,0.1,10,16,18,12,2.8660988963662986,3.3,standard
8,1,0.1,10,18,32,21,3.0287762396889524,4.35,standard
8,1,0.1,10,20,55,37,3.175123034784094,6.62,standard
8,1,0.1,10,22,89,60,3.308020031213056,11.16,standard
8,1,0.1,10,24,141,97,3.429663387977137,17.94,standard
8,1,0.1,10,26,215,149,3.5417615063674828,29.48,standard
8,1,0.1,10,28,321,226,3.6456674078018407,44.62,standard
8,1,0.1,10,30,469,333,3.7424697136802396,56.59,standard
8,1,0.1,10,32,675,485,3.8330565809769106,85.85,standard
8,1,0.05,10,8,1,1,0.4987377499593002,1.83,standard
8,1,0.05,10,10,1,1,0.5714703384950315,1.8,standard
8,1,0.05,10,12,4,3,0.6332176851443487,2.07,standard
8,1,0.05,10,14,9,6,0.686588478803613,2.28,standard
8,1,0.05,10,16,18,12,0.733460818250576,2.8,standard
8,1,0.05,10,18,32,21,0.7751836513962166,3.85,standard
8,1,0.05,10,20,55,37,0.8127411649106564,5.74,standard
8,1,0.05,10,22,89,60,0.8468672720317828,8.95,standard
8,1,0.05,10,24,141,97,0.8781214766503334,14.5,standard
8,1,0.05,10,26,215,149,0.906939048179968,23.27,standard
8,1,0.05,10,28,321,226,0.9336647506067881,39.05,standard
8,1,0.05,10,30,469,333,0.9585760162765927,55.5,standard
8,1,0.05,10,32,675,485,0.9818992276371731,85.42,standard
8,1,0.025,10,8,1,1,0.12541745018434147,1.84,standard
8,1,0.025,10,10,1,1,0.14370749500289126,1.8,standard
8,1,0.025,10,12,4,3,0.15923730956212506,2.05,standard
8,1,0.025,10,14,9,6,0.17266247394394268,2.27,standard
8,1,0.025,10,16,18,12,0.18445487048793557,2.86,standard
8,1,0.025,10,18,32,21,0.19495338966797587,3.84,standard
8,1,0.025,10,20,55,37,0.20440526926225958,5.71,standard
8,1,0.025,10,22,89,60,0.21299487104410525,8.84,standard
8,1,0.025,10,24,141,97,0.2208627442204738,14.16,standard
8,1,0.025,10,26,215,149,0.22811823145602006,23.06,standard
8,1,0.025,10,28,321,226,0.23484794206360143,34.09,standard
8,1,0.025,10,30,469,333,0.241121573113807,51.37,standard
8,1,0.025,10,32,675,485,0.24699599908366116,79.33,standard
8,1,0.0125,10,8,1,1,0.031400513002197865,1.78,standard
8,1,0.0125,10,10,1,1,0.03597975448168505,1.76,standard
8,1,0.0125,10,12,4,3,0.03986806212974986,2.05,standard
8,1,0.0125,10,14,9,6,0.043229545514932376,2.2,standard
8,1,0.0125,10,16,18,12,0.046182323672677196,2.75,standard
8,1,0.0125,10,18,32,21,0.04881122334472754,3.67,standard
8,1,0.0125,10,20,55,37,0.05117812898222868,5.46,standard
8,1,0.0125,10,22,89,60,0.05332918665847767,8.46,standard
8,1,0.0125,10,24,141,97,0.05529957606305577,13.51,standard
8,1,0.0125,10,26,215,149,0.05711666593231307,21.53,standard
8,1,0.0125,10,28,321,226,0.058802134925522886,33.3,standard
8,1,0.0125,10,30,469,333,0.06037342864500968,51.49,standard
8,1,0.0125,10,32,675,485,0.061844783258728955,79.44,standard
