N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
7,1,0.1,9,7,1,1,13.101561484173338,3.48,improved
7,1,0.1,9,9,1,1,14.649646843428261,0.15,improved
7,1,0.1,9,11,4,3,15.742042780904834,0.74,improved
7,1,0.1,9,13,9,6,16.535711889800417,1.4,improved
7,1,0.1,9,15,18,12,17.132173968079712,1.69,improved
7,1,0.1,9,17,32,21,17.593689288310216,2.85,improved
7,1,0.1,9,19,55,37,17.960404490515135,5.51,improved
7,1,0.1,9,21,89,60,18.258778570249127,6.94,improved
7,1,0.1,9,23,140,96,18.505764413458756,10.83,improved
7,1,0.1,9,25,212,147,18.713052319842525,15.64,improved
7,1,0.1,9,27,316,222,18.889220626543185,16.87,improved
7,1,0.1,9,29,459,325,19.040720009910242,21.15,improved
7,1,0.1,9,31,656,470,19.172290769426024,28.28,improved
7,1,0.1,9,33,919,663,19.287544261244573,35.61,improved
7,1,0.05,9,7,1,1,6.4004909564034005,0.38,improved
7,1,0.05,9,9,1,1,7.15317680614114,0.14,improved
7,1,0.05,9,11,4,3,7.6887088522649965,0.54,improved
7,1,0.05,9,13,9,6,8.081672450132883,1.03,improved
7,1,0.05,9,15,18,12,8.380150341762121,1.64,improved
7,1,0.05,9,17,32,21,8.613602806901286,4.58,improved
7,1,0.05,9,19,55,37,8.800997519867238,6.92,improved
7,1,0.05,9,21,89,60,8.954839885159979,6.66,improved
7,1,0.05,9,23,140,96,9.083212027279131,10.31,improved
7,1,0.05,9,25,212,147,9.19178768781394,12.7,improved
7,1,0.05,9,27,316,222,9.284734355916498,15.83,improved
7,1,0.05,9,29,459,325,9.365188524733343,20.94,improved
7,1,0.05,9,31,656,470,9.435478720753062,33.24,improved
7,1,0.05,9,33,919,663,9.497394791234187,36.12,improved
7,1,0.025,9,7,1,1,3.1428755155510575,0.43,improved
7,1,0.025,9,9,1,1,3.5116021824334034,0.14,improved
7,1,0.025,9,11,4,3,3.775019533135728,0.55,improved
7,1,0.025,9,13,9,6,3.969234844474587,1.02,improved
7,1,0.025,9,15,18,12,4.117519966161543,1.67,improved
7,1,0.025,9,17,32,21,4.234123480297973,2.68,improved
7,1,0.025,9,19,55,37,4.328199160617889,4.18,improved
7,1,0.025,9,21,89,60,4.405780717446592,6.8,improved
7,1,0.025,9,23,140,96,4.470785113624472,10.07,improved
7,1,0.025,9,25,212,147,4.525984688838218,12.51,improved
7,1,0.025,9,27,316,222,4.573415047949035,15.88,improved
7,1,0.025,9,29,459,325,4.614609331525889,20.03,improved
7,1,0.025,9,31,656,470,4.65071188092624,25.67,improved
7,1,0.025,9,33,919,663,4.682605978122163,34.25,improved
7,1,0.0125,9,7,1,1,1.5546923542032205,0.37,improved
7,1,0.0125,9,9,1,1,1.7368777278075271,0.14,improved
7,1,0.0125,9,11,4,3,1.8672928668748248,0.54,improved
7,1,0.0125,9,13,9,6,1.963671772817218,0.98,improved
7,1,0.0125,9,15,18,12,2.0374472204518805,1.62,improved
7,1,0.0125,9,17,32,21,2.0956160874203076,2.59,improved
7,1,0.0125,9,19,55,37,2.1426667486099498,5.77,improved
7,1,0.0125,9,21,89,60,2.1815570127809214,6.47,improved
7,1,0.0125,9,23,140,96,2.214211352656556,9.9,improved
7,1,0.0125,9,25,212,147,2.2419970859027236,12.13,improved
7,1,0.0125,9,27,316,222,2.2659177635610463,15.29,improved
7,1,0.0125,9,29,459,325,2.2867295730875496,22.29,improved
7,1,0.0125,9,31,656,470,2.3049984631188627,25.56,improved
7,1,0.0125,9,33,919,663,2.3211621573067682,33.79,improved
