N,B,mg,LPN,K_code,n_pre,n_orth,msq,seconds,hamiltonian
6,1,0.1,8,6,1,1,1.0965250117337961,28.41,standard
6,1,0.1,8,8,1,1,1.2995851990919063,0.02,standard
6,1,0.1,8,10,4,3,1.4629291513425389,0.02,standard
6,1,0.1,8,12,9,6,1.598557314239741,0.03,standard
6,1,0.1,8,14,18,12,1.71412067226081,0.03,standard
6,1,0.1,8,16,32,21,1.8146014713100995,0.04,standard
6,1,0.1,8,18,55,37,1.903374424717771,0.06,standard
6,1,0.1,8,20,88,59,1.9828158760012462,0.09,standard
6,1,0.1,8,22,137,94,2.0546564339976756,0.14,standard
6,1,0.1,8,24,207,143,2.1201927644849796,0.22,standard
6,1,0.1,8,26,306,214,2.180420007341448,0.35,standard
6,1,0.1,8,28,440,310,2.2361176789582853,0.54,standard
6,1,0.1,8,30,623,444,2.287907237768164,0.8,standard
6,1,0.1,8,32,863,619,2.3362917680063835,1.17,standard
6,1,0.05,8,6,1,1,0.28053998435210636,0.01,standard
6,1,0.05,8,8,1,1,0.3324918333062001,0.01,standard
6,1,0.05,8,10,4,3,0.3743275346748382,0.02,standard
6,1,0.05,8,12,9,6,0.4091041874984195,0.03,standard
6,1,0.05,8,14,18,12,0.43876877818265336,0.03,standard
6,1,0.05,8,16,32,21,0.4645888588864718,0.04,standard
6,1,0.05,8,18,55,37,0.4874230869997219,0.07,standard
6,1,0.05,8,20,88,59,0.507876240720364,0.09,standard
6,1,0.05,8,22,137,94,0.526388893602306,0.14,standard
6,1,0.05,8,24,207,143,0.5432912587849048,0.22,standard
6,1,0.05,8,26,306,214,0.5588368513375672,0.34,standard
6,1,0.05,8,28,440,310,0.5732243266495763,0.54,standard
6,1,0.05,8,30,623,444,0.5866121164035301,0.78,standard
6,1,0.05,8,32,863,619,0.5991285195997703,1.19,standard
6,1,0.025,8,6,1,1,0.07054731572869208,0.02,standard
6,1,0.025,8,8,1,1,0.08361163345622763,0.01,standard
6,1,0.025,8,10,4,3,0.0941348878449376,0.02,standard
6,1,0.025,8,12,9,6,0.1028850204850168,0.02,standard
6,1,0.025,8,14,18,12,0.1103509822555371,0.03,standard
6,1,0.025,8,16,32,21,0.11685107674717456,0.04,standard
6,1,0.025,8,18,55,37,0.12260093198129962,0.06,standard
6,1,0.025,8,20,88,59,0.12775242988927224,0.09,standard
6,1,0.025,8,22,137,94,0.13241622271566,0.14,standard
6,1,0.025,8,24,207,143,0.13667525189964724,0.22,standard
6,1,0.025,8,26,306,214,0.14059319965354872,0.35,standard
6,1,0.025,8,28,440,310,0.14421997194611175,0.54,standard
6,1,0.025,8,30,623,444,0.14759537325365152,0.79,standard
6,1,0.025,8,32,863,619,0.15075164026511664,1.21,standard
6,1,0.0125,8,6,1,1,0.0176627885637363,0.02,standard
6,1,0.0125,8,8,1,1,0.020933675334798573,0.02,standard
6,1,0.0125,8,10,4,3,0.023568539248425828,0.02,standard
6,1,0.0125,8,12,9,6,0.025759596574506955,0.03,standard
6,1,0.0125,8,14,18,12,0.027629223836292488,0.03,standard
6,1,0.0125,8,16,32,21,0.029257086066901212,0.04,standard
6,1,0.0125,8,18,55,37,0.030697150944834873,0.06,standard
6,1,0.0125,8,20,88,59,0.03198743222293041,0.1,standard
6,1,0.0125,8,22,137,94,0.03315562498818003,0.16,standard
6,1,0.0125,8,24,207,143,0.03422248902555141,0.24,standard
6,1,0.0125,8,26,306,214,0.035203963979281445,0.36,standard
6,1,0.0125,8,28,440,310,0.036112541572693335,0.54,standard
6,1,0.0125,8,30,623,444,0.036958185287926104,0.8,standard
6,1,0.0125,8,32,863,619,0.0377489644821213,1.52,standard
